age,annual_income,employment_length_years,num_credit_accounts,credit_utilization,missed_payments_2yrs,loan_amount,debt_to_income_ratio,home_ownership,loan_purpose,creditworthy
27,76550.88,30,7,0.919,0,26217.28,0.55,MORTGAGE,debt_consolidation,0
24,83417.1,13,10,0.87,0,15066.03,0.555,MORTGAGE,home_improvement,0
62,94123.06,1,13,0.306,0,35107.57,0.433,RENT,home_improvement,0
45,35938.84,8,9,0.429,1,21715.49,0.608,RENT,debt_consolidation,0
40,55305.76,20,12,0.037,0,6895.04,0.231,RENT,debt_consolidation,1
53,55248.11,22,12,0.544,0,15626.46,0.178,RENT,credit_card,1
37,52842.38,34,12,0.063,0,13627.48,0.066,MORTGAGE,credit_card,1
26,40716.22,32,12,0.939,0,12746.18,0.24,RENT,debt_consolidation,0
53,22317.64,18,3,0.867,1,500.0,0.401,RENT,debt_consolidation,0
28,57038.95,19,0,0.214,0,18481.78,0.218,RENT,car,0
45,38096.18,28,2,0.699,1,2528.22,0.389,RENT,other,0
62,56891.86,1,3,0.568,1,500.0,0.097,RENT,credit_card,0
62,37531.04,20,10,0.801,1,11903.88,0.265,MORTGAGE,home_improvement,0
36,30807.52,16,7,0.476,1,8196.96,0.481,RENT,car,1
55,60154.56,27,7,0.192,1,7246.17,0.127,OWN,debt_consolidation,1
47,58320.27,28,0,0.64,1,500.0,0.463,MORTGAGE,other,0
42,67744.2,22,10,0.08,1,7342.41,0.49,RENT,credit_card,1
27,103089.0,23,5,0.585,0,13437.22,0.363,OWN,credit_card,1
37,61100.37,24,11,0.213,0,9292.61,0.537,MORTGAGE,credit_card,1
49,65671.8,20,1,0.685,0,18486.09,0.575,MORTGAGE,debt_consolidation,1
64,31293.65,7,4,0.828,0,27533.95,0.069,RENT,car,1
21,26688.04,9,0,0.11,1,19647.31,0.443,MORTGAGE,home_improvement,0
52,89822.25,25,4,0.4,1,24237.55,0.2,RENT,debt_consolidation,0
58,34683.44,21,13,0.734,1,24982.14,0.295,MORTGAGE,credit_card,0
62,32033.23,8,7,0.164,1,5830.25,0.413,RENT,other,0
39,54139.82,30,6,0.567,0,18952.03,0.442,RENT,car,1
26,53015.77,34,4,0.672,2,23956.42,0.552,MORTGAGE,home_improvement,0
32,35144.86,21,3,0.355,2,11076.36,0.478,RENT,debt_consolidation,0
58,48290.59,7,10,0.832,1,7884.36,0.498,RENT,debt_consolidation,0
59,82046.27,32,14,0.511,0,19773.66,0.379,MORTGAGE,debt_consolidation,0
49,37268.14,8,11,0.627,0,1665.34,0.114,RENT,car,1
26,24339.21,15,11,0.141,0,5207.96,0.062,RENT,car,1
26,75737.06,30,7,0.023,1,8999.19,0.361,RENT,other,1
42,65830.53,18,1,0.051,1,19054.63,0.464,OWN,debt_consolidation,1
46,41348.59,8,10,0.904,1,16970.21,0.13,MORTGAGE,other,0
22,20192.33,2,12,0.883,0,24291.34,0.286,MORTGAGE,other,0
51,38618.29,12,7,0.808,0,6703.17,0.191,MORTGAGE,home_improvement,0
44,53796.5,23,1,0.2,0,6220.74,0.362,MORTGAGE,car,1
21,80644.79,25,10,0.525,0,19715.21,0.265,MORTGAGE,credit_card,0
25,32195.2,7,13,0.796,0,7812.0,0.161,MORTGAGE,debt_consolidation,0
40,53140.56,5,3,0.675,0,9568.46,0.052,OWN,debt_consolidation,1
52,69853.18,24,2,0.116,1,500.0,0.247,MORTGAGE,debt_consolidation,0
57,12000.0,5,11,0.896,0,17617.61,0.334,RENT,debt_consolidation,0
39,77743.3,2,4,0.161,1,28871.61,0.581,RENT,home_improvement,0
33,28986.09,17,10,0.172,2,5736.4,0.215,RENT,debt_consolidation,0
63,62303.9,19,10,0.901,2,24195.33,0.372,MORTGAGE,debt_consolidation,0
41,60427.03,8,3,0.485,0,14465.41,0.362,OWN,debt_consolidation,0
34,78860.9,7,0,0.373,0,500.0,0.407,MORTGAGE,home_improvement,0
40,67120.34,8,8,0.554,0,6947.46,0.231,MORTGAGE,other,1
21,12000.0,11,6,0.981,1,6391.79,0.125,MORTGAGE,credit_card,0
34,37734.86,0,12,0.12,0,12151.25,0.557,OWN,car,0
43,58040.51,0,5,0.757,0,18775.63,0.574,MORTGAGE,other,0
61,50710.44,12,3,0.334,0,31640.31,0.291,RENT,home_improvement,0
53,65507.44,0,12,0.117,0,2119.69,0.369,MORTGAGE,home_improvement,1
55,72366.06,11,11,0.422,0,10637.0,0.066,RENT,home_improvement,1
44,68385.94,20,9,0.549,1,6936.17,0.096,RENT,other,1
25,50285.95,1,14,0.206,0,3588.18,0.092,RENT,debt_consolidation,0
38,14380.59,21,11,0.405,0,15859.03,0.456,RENT,car,0
64,44979.41,21,12,0.636,0,15013.32,0.175,RENT,credit_card,0
22,64160.1,20,11,0.576,1,500.0,0.171,RENT,debt_consolidation,0
59,31010.16,21,6,0.723,4,15163.35,0.135,OWN,home_improvement,0
51,68888.04,28,0,0.836,1,4151.44,0.083,RENT,car,1
33,74984.65,2,9,0.409,1,15106.45,0.293,MORTGAGE,car,1
55,57791.07,5,11,0.423,0,26425.47,0.348,RENT,other,1
57,12000.0,11,14,0.497,0,19167.61,0.368,OWN,home_improvement,0
22,26882.06,24,10,0.566,1,16597.65,0.322,MORTGAGE,credit_card,0
25,96496.16,30,8,0.108,0,10241.11,0.303,OWN,other,0
50,42976.17,32,8,0.313,0,15601.81,0.464,MORTGAGE,debt_consolidation,1
64,12000.0,20,1,0.172,0,20069.29,0.209,MORTGAGE,debt_consolidation,0
22,82175.44,14,0,0.386,1,19177.5,0.201,RENT,credit_card,0
50,55293.82,14,0,0.973,0,14107.03,0.52,RENT,credit_card,0
27,79308.69,2,13,0.583,1,16956.39,0.449,MORTGAGE,home_improvement,0
49,61093.09,16,11,0.429,1,3150.94,0.332,RENT,car,0
48,65088.3,17,3,0.566,1,8390.97,0.221,RENT,debt_consolidation,0
24,62986.2,7,6,0.669,0,21368.04,0.125,OWN,car,0
50,70344.74,26,7,0.435,1,22578.3,0.091,RENT,home_improvement,1
60,105103.47,28,3,0.448,1,15842.39,0.539,MORTGAGE,other,1
58,76362.14,10,6,0.701,0,28310.69,0.376,RENT,debt_consolidation,1
22,20232.54,31,5,0.061,0,19572.17,0.075,RENT,home_improvement,1
31,64826.55,3,10,0.54,1,12901.85,0.157,RENT,car,0
31,80112.58,31,11,0.547,0,4022.23,0.204,MORTGAGE,credit_card,1
40,81459.42,26,1,0.757,0,27948.6,0.195,MORTGAGE,debt_consolidation,0
27,45614.69,7,6,0.983,0,21932.86,0.352,OWN,debt_consolidation,0
58,80628.78,22,14,0.796,0,31184.8,0.27,RENT,debt_consolidation,0
55,75410.33,10,13,0.504,0,34501.63,0.535,RENT,credit_card,1
56,111595.38,27,11,0.169,1,3417.54,0.466,MORTGAGE,home_improvement,1
29,38499.96,5,11,0.588,0,3441.0,0.551,RENT,credit_card,0
21,43837.19,8,0,0.834,0,500.0,0.525,RENT,home_improvement,0
61,48265.38,10,14,0.932,0,23265.26,0.557,MORTGAGE,debt_consolidation,0
33,44215.11,6,11,0.825,0,20908.34,0.589,MORTGAGE,debt_consolidation,0
49,35419.54,11,13,0.189,1,15880.01,0.241,RENT,car,0
61,12000.0,21,13,0.713,1,3964.8,0.185,RENT,car,1
22,45436.61,22,3,0.88,1,14198.7,0.161,OWN,home_improvement,0
21,63125.88,19,0,0.681,2,16662.35,0.435,OWN,home_improvement,0
21,44149.12,6,9,0.686,3,22044.53,0.485,MORTGAGE,other,0
27,97578.39,7,6,0.5,1,17456.88,0.118,MORTGAGE,other,0
23,55294.27,32,0,0.637,1,20974.21,0.522,OWN,home_improvement,0
57,83402.64,8,4,0.294,2,13882.82,0.521,MORTGAGE,debt_consolidation,0
47,60751.25,3,14,0.089,0,25633.34,0.396,MORTGAGE,debt_consolidation,1
64,73180.96,15,5,0.828,0,20685.57,0.29,MORTGAGE,home_improvement,0
56,61143.31,0,3,0.943,1,4317.6,0.155,RENT,credit_card,0
63,85113.26,11,9,0.857,2,27502.98,0.368,MORTGAGE,debt_consolidation,0
31,56230.67,29,9,0.334,0,26030.14,0.138,MORTGAGE,debt_consolidation,1
33,65914.66,9,4,0.094,2,19189.27,0.423,RENT,other,0
58,63059.32,24,12,0.28,2,17526.46,0.26,MORTGAGE,debt_consolidation,0
31,48657.72,17,8,0.843,1,29927.5,0.206,MORTGAGE,car,0
23,63909.61,12,2,0.656,0,500.0,0.293,RENT,other,0
50,104156.5,23,4,0.967,0,26171.02,0.369,MORTGAGE,home_improvement,0
56,49051.27,20,12,0.343,0,10714.14,0.252,RENT,debt_consolidation,1
63,64228.23,11,1,0.551,0,24856.6,0.58,MORTGAGE,car,0
61,82671.14,7,0,0.79,1,16083.38,0.073,OWN,home_improvement,0
26,80085.57,32,9,0.234,0,3813.67,0.552,OWN,debt_consolidation,1
54,55257.76,5,6,0.964,0,10531.32,0.05,OWN,home_improvement,0
58,12000.0,33,3,0.592,0,24195.56,0.169,MORTGAGE,debt_consolidation,1
51,66367.46,16,7,0.008,1,13108.13,0.618,MORTGAGE,home_improvement,0
57,12000.0,34,2,0.025,0,9406.63,0.45,MORTGAGE,other,1
57,87338.62,12,5,0.882,3,9346.45,0.464,RENT,credit_card,0
40,58728.43,19,3,0.645,0,20780.23,0.449,MORTGAGE,other,0
22,76992.83,21,8,0.763,1,30755.72,0.295,MORTGAGE,credit_card,0
41,35153.55,11,10,0.784,0,500.0,0.481,MORTGAGE,car,1
29,20844.84,7,13,0.42,0,40206.16,0.135,RENT,car,0
26,60736.6,18,1,0.799,1,16833.72,0.507,RENT,debt_consolidation,0
26,54260.72,23,4,0.938,0,20222.02,0.567,RENT,other,0
51,44186.1,9,3,0.172,0,11073.64,0.522,RENT,other,1
43,56862.55,26,8,0.764,1,14968.36,0.477,RENT,credit_card,0
44,115883.59,22,7,0.308,0,16732.62,0.408,RENT,car,1
53,73359.56,5,13,0.321,0,5558.14,0.337,OWN,debt_consolidation,0
45,78088.97,32,13,0.413,1,7748.87,0.287,RENT,debt_consolidation,1
48,73566.61,1,11,0.864,1,25661.11,0.546,MORTGAGE,debt_consolidation,0
24,87548.17,22,2,0.022,0,1028.88,0.406,RENT,credit_card,1
58,50818.42,15,0,0.434,0,18969.35,0.289,OWN,debt_consolidation,1
40,12000.0,22,13,0.68,0,11665.35,0.482,MORTGAGE,debt_consolidation,1
27,50851.11,27,14,0.11,0,6353.64,0.08,OWN,other,1
56,72858.19,24,3,0.792,0,32747.39,0.497,OWN,credit_card,1
53,33664.39,22,0,0.942,1,6409.48,0.516,MORTGAGE,car,0
23,51119.95,29,10,0.091,0,4829.08,0.176,RENT,debt_consolidation,1
29,39781.07,24,8,0.153,0,13317.25,0.071,MORTGAGE,debt_consolidation,1
21,88044.64,28,13,0.974,0,8082.97,0.443,RENT,car,0
32,71488.05,14,8,0.198,0,15057.43,0.16,OWN,debt_consolidation,1
25,69333.89,7,11,0.079,0,16398.59,0.598,OWN,credit_card,0
52,68675.23,8,11,0.952,0,17111.92,0.055,RENT,other,0
43,54180.52,21,0,0.893,0,13884.98,0.176,MORTGAGE,debt_consolidation,0
64,59346.24,18,2,0.656,3,8680.54,0.133,RENT,credit_card,0
53,28925.94,2,11,0.551,1,20790.63,0.5,MORTGAGE,home_improvement,0
47,12000.0,7,2,0.919,0,13994.77,0.368,MORTGAGE,debt_consolidation,0
43,58301.78,33,3,0.656,1,10539.44,0.537,MORTGAGE,home_improvement,0
23,62127.79,25,11,0.658,0,28319.94,0.579,OWN,credit_card,0
24,81603.82,26,3,0.844,1,13908.19,0.406,RENT,debt_consolidation,0
48,89569.39,6,2,0.653,0,24827.88,0.177,MORTGAGE,credit_card,1
21,89539.97,2,0,0.504,0,26041.55,0.101,MORTGAGE,credit_card,0
22,33043.48,10,7,0.39,0,26589.06,0.526,RENT,home_improvement,0
30,47250.17,29,9,0.503,1,21220.42,0.205,RENT,other,1
59,65567.35,17,10,0.522,0,14994.3,0.541,RENT,car,0
41,110701.9,27,13,0.361,0,14423.62,0.533,MORTGAGE,credit_card,0
52,87562.18,17,9,0.448,2,12802.92,0.435,OWN,other,0
39,79626.74,17,11,0.802,1,500.0,0.402,RENT,car,0
28,46468.66,21,3,0.417,1,21469.26,0.593,RENT,debt_consolidation,0
37,35569.61,33,5,0.026,0,17200.19,0.466,MORTGAGE,debt_consolidation,0
25,72355.97,15,4,0.283,0,22429.72,0.426,RENT,debt_consolidation,0
54,30785.45,20,0,0.232,2,13946.99,0.33,RENT,debt_consolidation,0
29,49754.4,32,14,0.794,0,20983.43,0.316,MORTGAGE,credit_card,1
37,52474.89,13,3,0.449,0,2602.44,0.264,RENT,debt_consolidation,1
64,90044.07,29,6,0.28,0,4476.61,0.57,MORTGAGE,other,1
47,47196.66,18,5,0.811,0,500.0,0.401,RENT,credit_card,0
41,12000.0,30,0,0.019,0,13790.86,0.479,MORTGAGE,debt_consolidation,0
44,66097.78,16,13,0.174,1,8047.27,0.09,RENT,other,1
55,39621.52,22,3,0.827,1,6869.56,0.539,RENT,credit_card,0
32,55937.88,11,1,0.551,0,18011.87,0.28,MORTGAGE,debt_consolidation,0
49,53092.5,22,5,0.774,0,11170.44,0.455,MORTGAGE,debt_consolidation,0
59,48978.51,11,2,0.838,0,2102.18,0.072,OWN,home_improvement,0
46,72387.49,21,14,0.942,1,37902.9,0.562,RENT,credit_card,0
40,21276.97,27,2,0.063,0,14666.9,0.413,MORTGAGE,home_improvement,0
27,43625.69,15,4,0.799,0,5251.53,0.302,MORTGAGE,car,0
31,70048.83,15,4,0.709,1,8971.48,0.237,RENT,home_improvement,0
62,41490.13,11,0,0.207,0,13441.71,0.221,MORTGAGE,car,0
44,19606.25,25,0,0.932,1,13422.79,0.237,RENT,home_improvement,0
34,69708.22,20,7,0.404,0,26719.48,0.122,OWN,home_improvement,1
39,79708.08,18,3,0.888,2,14285.13,0.345,MORTGAGE,debt_consolidation,0
46,54010.11,0,1,0.605,0,31696.87,0.299,RENT,credit_card,0
44,12000.0,3,4,0.527,1,11108.19,0.297,MORTGAGE,credit_card,1
51,70531.33,0,4,0.16,0,18837.92,0.437,RENT,credit_card,0
32,18482.47,29,6,0.914,0,24197.82,0.281,MORTGAGE,credit_card,1
49,61793.58,29,14,0.557,1,25756.37,0.119,MORTGAGE,home_improvement,0
40,35475.8,2,4,0.006,0,26806.85,0.519,MORTGAGE,credit_card,0
62,29483.54,1,10,0.018,0,12551.89,0.284,RENT,credit_card,1
27,45277.98,27,11,0.778,0,14950.6,0.41,RENT,credit_card,0
27,50967.45,18,0,0.162,1,500.0,0.581,MORTGAGE,other,0
41,40827.42,10,7,0.599,0,13235.91,0.472,MORTGAGE,credit_card,0
43,67951.47,21,6,0.681,1,24821.29,0.366,MORTGAGE,home_improvement,1
51,45186.47,8,7,0.279,0,23071.53,0.35,RENT,home_improvement,0
38,76564.2,6,2,0.569,0,14221.62,0.517,MORTGAGE,credit_card,1
61,61185.81,12,6,0.24,1,30292.25,0.523,MORTGAGE,car,0
41,39653.74,31,1,0.946,1,11543.95,0.168,MORTGAGE,other,1
26,35949.32,26,14,0.86,0,8554.74,0.395,RENT,car,1
26,18755.08,6,8,0.288,0,10786.54,0.526,MORTGAGE,other,0
63,61396.13,19,0,0.529,1,4897.81,0.512,RENT,credit_card,0
26,47199.07,30,7,0.501,1,20601.56,0.139,MORTGAGE,other,0
62,12000.0,33,13,0.96,0,17596.34,0.29,MORTGAGE,car,0
33,43214.27,26,11,0.394,0,20489.82,0.335,OWN,car,0
25,35177.25,4,4,0.562,0,11270.66,0.192,RENT,car,0
34,89664.91,8,13,0.929,2,14477.34,0.464,MORTGAGE,home_improvement,0
48,17538.87,7,2,0.163,1,500.0,0.332,OWN,credit_card,0
39,23290.28,5,3,0.55,0,18386.03,0.214,RENT,credit_card,0
55,79419.33,6,2,0.106,2,15889.57,0.275,RENT,credit_card,0
47,84848.79,11,13,0.617,2,5095.25,0.561,RENT,home_improvement,0
38,38610.38,19,10,0.366,1,14058.08,0.546,MORTGAGE,debt_consolidation,0
48,41094.11,13,7,0.968,0,12679.36,0.497,RENT,home_improvement,0
63,68557.18,14,10,0.415,1,30878.81,0.573,RENT,credit_card,0
39,12000.0,8,3,0.136,0,5449.86,0.574,MORTGAGE,credit_card,0
27,14053.74,5,1,0.834,0,17982.84,0.321,MORTGAGE,debt_consolidation,0
38,48823.87,34,12,0.821,0,5183.08,0.103,OWN,debt_consolidation,0
57,89097.59,20,14,0.695,0,9979.14,0.49,MORTGAGE,home_improvement,1
30,45413.94,8,0,0.749,0,17491.37,0.398,OWN,credit_card,0
62,57220.61,28,0,0.265,0,13097.73,0.259,MORTGAGE,debt_consolidation,1
46,79943.36,29,8,0.642,0,14946.08,0.587,MORTGAGE,debt_consolidation,1
47,101351.46,33,0,0.038,1,17994.5,0.256,RENT,credit_card,0
34,42309.33,5,10,0.197,0,10556.79,0.549,OWN,debt_consolidation,1
61,54629.59,22,14,0.932,0,22957.32,0.376,OWN,debt_consolidation,0
22,95085.21,34,4,0.739,0,12250.68,0.07,MORTGAGE,home_improvement,1
34,21511.62,28,4,0.231,1,14122.0,0.543,RENT,home_improvement,0
39,77606.78,7,12,0.111,1,18251.8,0.489,RENT,other,0
42,32597.06,31,5,0.949,0,17043.0,0.403,RENT,debt_consolidation,0
41,57254.39,14,3,0.112,0,20798.05,0.388,RENT,debt_consolidation,1
27,49662.38,17,1,0.257,0,17852.68,0.17,RENT,debt_consolidation,0
30,33923.74,19,12,0.183,0,19221.28,0.168,RENT,home_improvement,1
25,33371.76,26,13,0.007,0,12071.65,0.066,RENT,debt_consolidation,1
46,61081.12,4,1,0.314,1,5381.06,0.155,OWN,debt_consolidation,0
36,76901.87,18,12,0.974,1,2151.25,0.255,MORTGAGE,credit_card,0
45,52145.8,28,2,0.342,0,500.0,0.347,MORTGAGE,credit_card,1
46,56542.49,19,2,0.504,1,30864.54,0.142,RENT,credit_card,1
51,67565.83,9,5,0.746,0,500.0,0.357,RENT,home_improvement,0
45,33624.39,1,6,0.551,0,25743.51,0.195,RENT,car,1
49,71273.24,19,12,0.744,1,7612.18,0.21,OWN,credit_card,0
46,73025.55,24,10,0.662,3,25677.97,0.631,RENT,debt_consolidation,0
49,112279.78,19,2,0.609,1,500.0,0.616,MORTGAGE,credit_card,0
48,46725.71,34,8,0.65,1,12884.15,0.516,RENT,debt_consolidation,0
34,44922.2,21,13,0.799,0,28086.22,0.08,RENT,debt_consolidation,0
31,71917.25,17,9,0.71,0,21418.89,0.451,RENT,credit_card,0
55,73020.29,1,3,0.792,2,11964.61,0.188,MORTGAGE,debt_consolidation,0
36,43228.08,19,1,0.146,0,500.0,0.363,RENT,debt_consolidation,1
45,46130.42,5,6,0.678,2,3097.6,0.582,OWN,home_improvement,0
29,66904.88,25,7,0.737,0,27502.32,0.259,RENT,car,0
39,36793.15,5,5,0.3,2,11865.83,0.601,RENT,debt_consolidation,0
44,45968.25,31,1,0.875,0,14353.58,0.44,RENT,credit_card,0
48,56971.04,10,1,0.305,0,17551.82,0.216,OWN,other,1
44,76910.65,15,7,0.244,0,3274.45,0.102,MORTGAGE,debt_consolidation,1
36,41698.83,5,14,0.867,1,18665.61,0.518,MORTGAGE,home_improvement,0
63,14467.54,7,8,0.247,0,11223.46,0.302,MORTGAGE,debt_consolidation,0
43,12834.86,32,6,0.416,0,17643.33,0.09,OWN,other,1
56,27292.91,9,13,0.368,2,9797.54,0.147,RENT,debt_consolidation,1
53,26110.31,17,10,0.898,1,841.96,0.602,MORTGAGE,debt_consolidation,0
45,51598.56,34,10,0.455,2,11153.65,0.224,MORTGAGE,other,0
60,28844.64,21,8,0.694,1,20767.0,0.602,RENT,home_improvement,1
26,39539.39,1,11,0.794,1,18546.54,0.445,RENT,debt_consolidation,0
61,37970.11,12,7,0.628,1,15278.38,0.235,MORTGAGE,car,0
58,45308.83,13,9,0.944,0,23083.19,0.261,RENT,car,1
43,84095.1,9,9,0.803,0,13167.65,0.477,RENT,credit_card,1
53,69562.85,8,11,0.4,1,15506.49,0.309,RENT,debt_consolidation,1
43,55354.85,17,13,0.951,1,10682.1,0.111,RENT,debt_consolidation,0
32,44857.42,13,4,0.525,1,23609.56,0.196,MORTGAGE,other,0
56,45468.88,10,10,0.023,1,17623.76,0.543,MORTGAGE,debt_consolidation,0
31,62210.42,14,0,0.26,0,9987.38,0.433,MORTGAGE,debt_consolidation,0
34,67851.72,12,7,0.622,0,1598.73,0.326,MORTGAGE,debt_consolidation,1
43,35032.41,8,13,0.157,1,24944.65,0.205,RENT,debt_consolidation,1
57,55802.58,15,9,0.584,0,8303.41,0.311,MORTGAGE,credit_card,1
37,12000.0,32,4,0.362,0,15648.58,0.484,OWN,credit_card,0
42,59657.7,17,9,0.534,2,36173.4,0.135,RENT,debt_consolidation,1
22,71767.28,20,5,0.002,1,22213.59,0.617,MORTGAGE,debt_consolidation,0
26,48838.49,34,6,0.848,0,29500.35,0.523,MORTGAGE,debt_consolidation,0
23,94963.59,21,3,0.362,0,10156.88,0.225,MORTGAGE,debt_consolidation,1
24,35612.75,7,9,0.14,0,24638.79,0.529,RENT,debt_consolidation,0
59,59783.69,13,2,0.438,0,15240.02,0.425,RENT,home_improvement,0
58,54211.86,17,6,0.486,1,18294.15,0.436,MORTGAGE,debt_consolidation,0
57,52793.45,16,14,0.637,0,33187.58,0.127,MORTGAGE,debt_consolidation,0
23,52484.91,5,11,0.525,0,12492.19,0.548,MORTGAGE,credit_card,0
24,57356.31,3,6,0.044,0,15173.29,0.298,MORTGAGE,home_improvement,1
33,73655.09,12,14,0.872,0,6871.07,0.492,RENT,home_improvement,0
45,85310.2,31,0,0.457,0,22996.22,0.215,MORTGAGE,other,1
35,54950.49,25,14,0.077,0,9954.36,0.219,MORTGAGE,debt_consolidation,1
42,72936.95,29,5,0.773,0,24204.39,0.581,OWN,debt_consolidation,0
28,39561.13,6,12,0.66,2,500.0,0.363,MORTGAGE,debt_consolidation,0
53,71851.02,14,14,0.649,2,19937.74,0.123,RENT,debt_consolidation,0
34,38236.19,20,9,0.427,1,9206.76,0.53,MORTGAGE,other,0
23,78994.52,15,9,0.41,0,21574.66,0.175,MORTGAGE,credit_card,0
53,103634.1,14,11,0.536,0,14877.97,0.533,RENT,car,1
60,52314.15,12,3,0.051,0,10181.95,0.554,MORTGAGE,other,1
21,12000.0,1,2,0.299,1,11520.96,0.11,RENT,car,1
40,42942.4,30,5,0.988,2,7346.51,0.41,RENT,credit_card,0
57,82101.25,32,7,0.662,0,22540.09,0.59,MORTGAGE,car,0
52,67167.69,2,11,0.419,0,5562.26,0.562,RENT,credit_card,1
58,60476.1,14,3,0.222,0,12596.29,0.339,MORTGAGE,debt_consolidation,0
39,77190.7,18,8,0.745,2,18107.16,0.464,MORTGAGE,credit_card,0
37,65657.98,27,0,0.26,0,29521.45,0.382,MORTGAGE,other,1
52,81789.95,34,0,0.162,1,14916.31,0.182,MORTGAGE,car,0
27,75227.32,14,14,0.155,0,12817.4,0.409,MORTGAGE,credit_card,0
31,88477.41,26,12,0.729,0,17462.71,0.233,RENT,car,1
47,62893.51,32,12,0.643,0,500.0,0.236,OWN,credit_card,0
50,74915.71,29,4,0.07,0,4212.19,0.281,RENT,home_improvement,1
26,48243.2,10,7,0.115,1,11621.7,0.539,MORTGAGE,debt_consolidation,1
43,41767.86,28,10,0.634,0,8583.28,0.181,MORTGAGE,debt_consolidation,1
37,92548.89,14,3,0.571,1,592.5,0.208,RENT,debt_consolidation,1
43,59756.5,0,11,0.686,0,22720.01,0.054,MORTGAGE,car,0
63,72707.37,26,10,0.178,3,17337.81,0.195,MORTGAGE,other,0
24,57722.28,29,6,0.727,2,16262.39,0.628,RENT,debt_consolidation,0
64,42096.66,12,6,0.936,0,8754.08,0.289,RENT,debt_consolidation,0
40,55241.62,15,4,0.601,0,15714.54,0.157,RENT,debt_consolidation,1
54,86591.87,12,12,0.196,2,19630.05,0.621,OWN,car,0
39,67215.28,4,14,0.68,0,12615.94,0.065,MORTGAGE,credit_card,1
34,17347.59,34,14,0.343,1,19001.15,0.336,RENT,credit_card,0
54,50264.62,0,11,0.049,0,7835.46,0.493,MORTGAGE,debt_consolidation,1
51,94210.46,19,5,0.302,0,15877.37,0.475,MORTGAGE,debt_consolidation,1
27,50296.47,0,11,0.906,0,25282.48,0.154,MORTGAGE,other,0
52,15389.47,24,3,0.411,1,26088.18,0.459,MORTGAGE,credit_card,1
54,96647.08,31,13,0.865,0,26948.3,0.392,RENT,debt_consolidation,0
38,70012.64,22,4,0.509,2,17570.12,0.461,RENT,debt_consolidation,0
61,53459.72,21,6,0.517,0,15284.53,0.196,MORTGAGE,debt_consolidation,0
49,46828.81,28,1,0.005,1,10960.9,0.516,MORTGAGE,debt_consolidation,1
35,78811.74,34,1,0.637,0,500.0,0.358,MORTGAGE,debt_consolidation,0
21,43076.37,30,5,0.108,0,2895.9,0.449,RENT,home_improvement,1
50,80261.64,8,8,0.479,0,13487.51,0.567,MORTGAGE,debt_consolidation,1
30,66928.3,19,0,0.26,1,14025.4,0.541,RENT,credit_card,0
54,60383.0,28,12,0.392,0,27710.01,0.48,MORTGAGE,credit_card,1
44,58201.33,10,1,0.537,0,26833.19,0.209,RENT,debt_consolidation,1
41,51150.7,23,14,0.014,0,8821.62,0.08,MORTGAGE,credit_card,1
28,78004.08,0,4,0.285,0,22364.93,0.366,OWN,car,1
52,35962.46,30,5,0.99,1,10706.38,0.089,RENT,debt_consolidation,1
28,19317.65,21,2,0.057,0,21143.55,0.443,MORTGAGE,car,0
39,68517.68,26,12,0.319,0,22254.16,0.455,MORTGAGE,debt_consolidation,1
57,68887.24,28,10,0.321,1,26178.84,0.38,RENT,debt_consolidation,0
61,65565.31,7,1,0.379,2,10566.21,0.182,RENT,debt_consolidation,0
64,63970.02,15,1,0.685,1,24128.73,0.552,MORTGAGE,home_improvement,0
63,47948.11,30,9,0.248,2,500.0,0.418,RENT,credit_card,0
45,72324.62,5,12,0.46,1,26665.94,0.353,RENT,car,0
29,53997.72,28,1,0.645,0,14774.85,0.362,OWN,debt_consolidation,1
57,44283.5,10,3,0.322,2,14966.45,0.136,MORTGAGE,home_improvement,1
56,48138.39,20,8,0.949,1,500.0,0.477,MORTGAGE,debt_consolidation,0
64,99454.07,17,1,0.98,0,11502.01,0.083,MORTGAGE,debt_consolidation,1
49,16830.53,24,4,0.12,1,27199.31,0.388,MORTGAGE,home_improvement,0
27,65995.34,29,0,0.344,2,11159.68,0.183,MORTGAGE,debt_consolidation,1
43,18059.57,12,7,0.208,0,21421.16,0.164,RENT,credit_card,1
40,52618.87,6,10,0.187,0,15311.0,0.178,RENT,credit_card,1
58,45460.2,14,6,0.491,0,24564.02,0.058,MORTGAGE,home_improvement,1
38,12000.0,21,3,0.564,0,16723.51,0.541,OWN,home_improvement,0
35,63558.83,26,6,0.426,1,6613.7,0.512,RENT,debt_consolidation,0
24,46639.16,26,7,0.273,1,15508.06,0.087,OWN,debt_consolidation,0
57,12000.0,11,2,0.279,0,29410.95,0.081,MORTGAGE,credit_card,1
54,73470.5,32,1,0.992,1,19478.81,0.501,MORTGAGE,debt_consolidation,1
22,86570.14,2,2,0.924,0,13951.98,0.054,RENT,debt_consolidation,0
40,87782.74,4,14,0.076,1,35301.69,0.328,RENT,debt_consolidation,0
42,62897.04,0,10,0.657,0,25432.94,0.109,MORTGAGE,credit_card,1
41,56013.28,32,1,0.457,0,22350.61,0.375,RENT,credit_card,1
61,84219.45,6,4,0.689,1,17856.08,0.619,RENT,debt_consolidation,0
27,92012.44,21,6,0.597,1,21572.46,0.165,RENT,debt_consolidation,0
34,79938.51,28,2,0.889,0,21864.59,0.576,OWN,debt_consolidation,0
28,34286.17,26,12,0.067,1,500.0,0.546,RENT,debt_consolidation,1
